TimeSlice	Taxonomy	TaxonomyAuthors	LatRange
5 Ma-H	Saxidomus giganteus (Deshayes)	Saxidomus nuttalli Conrad var. giganteus	60N-37N; intertidal to 40 m
		(Deshayes)	
23 Ma-H	Saxidomus nuttalli Conrad	Saxidomus nuttalli Conrad	40.7N-27.7N; sandy areas of bays, sand, intertidal to
			10 m
23 Ma-H	Saxidomus nutalli Conrad	Saxidomus nuttallii (Conrad)	41N-28N
8-2.5 Ma	Saxidomus nuttalli latus Stewart	Saxidomus nuttalli latus Stewart	Species, 41N-28N
N.D.	Saxidomus sp.	Saxidomus sp.	Genus, 60N-28N
27-13 Ma	Saxidomus vaquerosensis Arnold	Saxidomus vaquerosensis Arnold	Genus, 60N-28N
27-2.5 Ma	Scaphander jugularis (Conrad)	Scaphander jugularis (Conrad)	Genus, 25N-5S; 2320 to 5200 m
N.D.	Scaphander sp.	Scaphander sp.	Genus, 25N-5S; 2320 to 5200 m
27-23 Ma	Scapharca (Cunearca) hamelini (Wiedey)	Arca (Anadara) sespeensis Wiedey	Subgenus, 28N-5S, through Gulf of California; 25 to
			90 m
23-13 Ma	Scapharca (Cunearca) rivulata (Wiedey)	Anadara (Cunearca) rivulata (Wiedey)	Subgenus, 29N-5S, through Gulf of California
23-13 Ma	Scapharca (Cunearca) rivulata (Wiedey)	Arca rivulata Wiedey	Subgenus, 28N-5S, through Gulf of California
23-13 Ma	Scapharca (Cunearca) rivulata (Wiedey)	Arca galei Wiedey	Subgenus, 28N-5S, through Gulf of California
N.D.	Scapharca (Cunearca) sp.	Cunearca n.sp.	Subgenus, 28N-5S, through Gulf of California
23-8 Ma	Scapharca? (Scapharca?) obispoana obispoana	Anadara (Scapharca) obispoana (Conrad)	Subgenus, 30N-4S, through Gulf of California
	(Conrad)		
23-8 Ma	Scapharca? (Scapharca?) obispoana obispoana	Anadara obispoana (Conrad)	Subgenus, 30N-4S, through Gulf of California
	(Conrad)		
23-8 Ma	Scapharca? (Scapharca?) obispoana obispoana	Arca (Anadara) obispoana Conrad	Subgenus, 30N-4S, through Gulf of California
	(Conrad)		
17-13 Ma	Scapharca? (Scapharca?) obispoana perdisparis	Arca perdisparis Wiedey	Subgenus, 30N-4S, through Gulf of California
	(Wiedey)		
N.D.	Schizaster? sp. (Edhinodermata)	Schizaster? n.sp. (Echinodermata)	See discussion in Grant and Hertlein (1938, p. 119-121)
			
5-2.5 Ma	Scutellaster interlineata (Stimpson)	Scutella interlineata Stimpson	Genus not living
	(Echinodermata)		
5-2.5 Ma	Scutellaster interlineata (Stimpson)	Scutellaster interlineata (Stimpson)	Genus not living
5-2.5 Ma	Scutellaster interlineata (Stimpson)	Scutellaster interlineata (Stimpson)	Genus not living
8-2.5 Ma	Scutellaster oregonensis (Clark)	Anorthoscutum oregonense Grant and Hertlein	Genus not living
8-2.5 Ma	Scutellaster oregonensis (Clark)	Scutellaster oregonensis (Clark)	Genus not living
5-2.5 Ma	Scutellaster oregonensis major Kew	Echinarachnius cf. E. interstriata Blake	Genus not living
5-2.5 Ma	Scutellaster oregonensis major Kew	Scutellaster major (Kew)	Genus not living
N.D.	Scutellaster sp.	Scutella sp.	Genus not living
5-2.5 Ma	Searlesia diegoensis Dall	Searlesia diegoensis Dall	Genus 56N-37N
N.D.	Searlesia sp.	Searlesia n.sp. (large)	Genus, 56N-37N, intertidal, rocky area along open
			coast
5 Ma-H	Seila assimilata (Adams)	Seila montereyensis Bartsch	37N-8N, through Gulf of California; intertidal to 119 m
N.D.	Selia n.sp. Powell	Selia n.sp. Powell	Genus, 37N-8N, through Gulf of California; intertidal
			to 119 m
5 Ma-H	Semele flavescens (Gould)	Semele flavescens (Gould)	30N-2S; intertidal
5-2.5 Ma	Semele ashleyi Hertlein	Semele ashleyi Hertlein	Genus, 60N-3S; intertidal to 92 m
8-5 Ma	Semele cf. S. sylviaensis Weaver	Semele cf. S. sylviaensis Weaver	Genus, 60N-3S
8-2.5 Ma	Semele fausta Nomland	Semele fausta Nomland	Genus, 60N-3S
13 Ma-H	Semele formosa (Sowerby)	Semele formosa Sowerby	31N in Gulf of California-2S
23-13 Ma	Semele morani Anderson and Martin?	Semele? sp.	Genus, 60N-3S
8 Ma-H	Semele rubropicta Dall	Semele rubropicta Dall	60N-28N, intertidal to 100 m, beaches of clean
			gravel, sheltered
13? or 5-2.5? Ma	Semele sayi Toula	Semele sayi Toula	Genus, 60N-3S
			
N.D.	Semele sp.	Semele sp.	Genus, 60N-3S
17-13 Ma	Septifer (Septifer) coalingensis Arnold	Septifer coalingensis Arnold	Subgenus, 40N-5S; intertidal, attached to rocks by a byssus
			
5 Ma-H	Septifer bifurcatus Conrad	Septifer bifurcatus Conrad	36.6N-22.9N; intertidal, attached to rocks by a byssus, to 50 m
			
N.D.	Septifer sp.	Septifer sp.	Questionable taxonomic assignment
8 Ma-H	Serpulorbis squamigerus (Carpenter)	Aletes squamigerus Carpenter	55N-1S; on rocks in protected areas
5 Ma-H	Serripes groenlandicus (Brugiere)	Serripes gronlandicus Becks	71.4N-48N; intertidal to 80 m
13? or 5 Ma-H	Siderastrea californica Vaughan	Siderastrea californica Vaughan (Cnidaria)	“Reef-corals,” present-day taxa living in Atlantic
13? or 5 Ma-H	Siderastrea mendenhalli minor Vaughan	Siderastrea mendenhalli minor Vaughan	“Reef-corals,” present-day taxa living in Atlantic
13? or 5 Ma-H	Siderastrea mendenhalli Vaughan	Siderastrea mendenhalli Vaughan	“Reef-corals,” present-day taxa living in Atlantic
N.D.	Siderastrea sp.	Siderastrea sp.	“Reef-corals,” present-day taxa living in Atlantic
8 Ma-H	Siliqua (Siliqua) cf. S. (S.) alta (Broderip and	Siliqua cf. S. alta (Broderip and Sowerby)	72N-35.4N; intertidal to 85 m
	Sowerby)		
8 Ma-H	Siliqua (Siliqua) cf. S. (S.) alta (Broderip and	Siliqua cf. S. media (Sowerby)	72N-35N
	Sowerby)		
13 Ma-H	Siliqua (Siliqua) lucida (Conrad)	Siliqua lucida Conrad	38.3N-25.3N; intertidal to 50 m, sand beaches and
			bays
13 Ma-H	Siliqua (Siliqua) lucida (Conrad)	Siliqua lucida (Conrad)	38N-25N
23 Ma-H	Siliqua (Siliqua) patula (Dixon)	Siliqua nuttalli Conrad	59.2N-35.4N; intertidal to 55 m, open sandy, surf-
			swept beaches
23 Ma-H	Siliqua (Siliqua) patula (Dixon)	Siliqua oregonia Dall	59N-35N
23 Ma-H	Siliqua (Siliqua) patula (Dixon)	Siliqua patula (Dixon)	59N-35N
23 Ma-H	Siliqua (Siliqua) patula (Dixon)	Solemya (Acharax) ventricosa Conrad	59N-35N
23 Ma-H	Siliqua (Siliqua) patula (Dixon)	Solemya ventricosa Conrad	59N-35N
N.D.	Siliqua sp.	Siliqua sp.	Genus, 72N-25N; intertidal to 55 m, sandy, surf-swept
			beaches
8 Ma-H	Simomactra cf. S. dolabriformis (Conrad)	Mactra cf. M. dolabriformis (Conrad)	33N-9N; intertidal to 10 m
5 Ma-H	Simomactra cf. S. planulata (Conrad)	Spisula (Spisula) cf. S. (S.) planulata Conrad	38N-27.9N; intertidal to 95 m
5 Ma-H	Simomactra cf. S. planulata (Conrad)	Spisula (Mactromeris) cf. S. (M.) planulata	38N-28N
		Conrad	
5 Ma-H	Simomactra falcata (Gould)	Mactra falcata Gould	54.2N-30.5N; intertidal to 50 m
13 Ma-H	Simomactra falcata (Gould)	Spisula falcata Gould	54N-31N
13 Ma-H	Simomactra falcata (Gould)	Spisula (Spisula) falcata (Gould)	54N-31N
13-8 Ma	Simomactra falcata brioniana Trask	Spisula falcata brioniana Trask	Species, 54N-31N
13-8 Ma	Simomactra falcata brioniana Trask	Spisula (Spisula) falcata brioniana Trask	Species, 54N-31N
5 Ma-H	Sinum debile Gould	Sinum debile Gould	34N-3N; on tide flats and offshore to depths of 48 m
27 Ma-H	Sinum scopulosum (Conrad)	Sigaretus perrini Arnold	37N-32N; shallow bays, sandy substrate offshore
27 Ma-H	Sinum scopulosum (Conrad)	Sigaretus scopulosum Conrad	37N-32N
27 Ma-H	Sinum scopulosum (Conrad)	Sinum (Sigaretus) trigenarium Trask	37N-32N
27 Ma-H	Sinum scopulosum (Conrad)	Sinum perrini Arnold	37N-32N
27 Ma-H	Sinum scopulosum (Conrad)	Sinum scopulosum (Conrad)	37N-32N
27 Ma-H	Sinum scopulosum (Conrad)	Sinum trigenarium Trask	37N-32N
N.D.	Sinum sp.	Sinum sp.	Genus, 37N-Chile; intertidal to 170 m, on sand or
			mud
8 Ma-H	Solamen columbianum (Dall)	Megacrenella columbiana (Dall)	52N-32.7N; 20 to 500 m or 29 to 530 m
8 Ma-H	Solamen columbianum (Dall)	Crenella columbiana Dall	52N-33N
13 Ma-H	Solariella peramabilis Carpenter	Solariella peramabilis Carpenter	55N-23N; .180 m through Gulf of California
N.D.	Solariella sp.	Solariella n.sp.?	Genus, 72N-0, through Gulf of California
			
13-2.5? Ma	Solecurtus borggii gatunensis Toula	Solecurtus borggii gatunensis Toula	Genus, 28N-4S; 37 m to 110 m
27-13 Ma	Solecurtus gabbianus (Anderson and Martin)	Solecurtus gabbianus (Anderson and Martin)	Genus, 28N-4S
27-13 Ma	Solecurtus gabbianus (Anderson and Martin)	Poromya gabbiana Anderson and Martin	Genus, 28N-4S
27-13 Ma	Solecurtus gabbianus (Anderson and Martin)	Psamosolen gabbiana (Anderson and Martin)	Genus, 28N-4S
5 Ma-H	Solen (Ensisolen) cf. S. (E.) rostriformis Dunker	Solen cf. S. rasaclus Carpenter	35.4N-23.2N; intertidal to 50 m
5 Ma-H	Solen (Ensisolen) cf. S. (E.) rostriformis Dunker	Solen cf. S. rosaceus Carpenter	35N-23N
5 Ma-H	Solen (Ensisolen) rostriformis Dunker	Solen rosaceus Carpenter	35.4N-23.2 N; intertidal to 50 m; also in sandy areas
			of bays
13 Ma-H	Solen (Ensisolen) sicarius Gould	Solena sicarius Gould	54N-30.4N; intertidal, bays
13 Ma-H	Solen (Ensisolen) sicarius Gould	Solen sicarius Gould	54N-30N
23-17 Ma	Solen conradi Dall	Solen conradi Dall	Genus, 72N-2S; intertidal to 72 m
23-13 Ma	Solen curtis Conrad	Solen curtis Conrad	Genus, 72N-2S
27-23 Ma	Solen gravidus baileyi Loel and Corey	Solen gravidus baileyi Loel and Corey	Genus, 72N-2S
27-23 Ma	Solen gravidus baileyi Loel and Corey	Solen gravidus? Clark	Genus, 72N-2S
27-23 Ma	Solen gravidus baileyi Loel and Corey	Solen gravidus (Clark) baileyi Loel and Corey	Genus, 72N-2S
23-13 Ma	Solen gravidus Clark	Solena gravida (Clark)	Genus, 72N-2S
23-13 Ma	Solen gravidus Clark	Solen gravidus Clark	Genus, 72N-2S
17-2.5 Ma	Solen perrini Clark	Solen sicarius Gould (cf. var. perrini Clark)	Genus, 72N-2S
17-2.5 Ma	Solen perrini Clark	Solen perrini Clark	Genus, 72N-2S
N.D.	Solen sp.	Solen sp.	Genus, 72N-2S
13? or 5-2.5 Ma	Solenastrea fairbanksi minor Vaughan (Cnidaria)	Solenastrea fairbanksi minor Vaughan (Cnidaria)	“Reef-corals,” present-day taxa living in Atlantic
13? or 5-2.5 Ma	Solenastrea fairbanksi (Vaughan)	Solenastrea fairbanksi (Vaughan)	“Reef-corals,” present-day taxa living in Atlantic
13? or 5-2.5 Ma	Solenastrea fairbanksi columaris (Vaughan)	Solenastrea fairbanksi columaris (Vaughan)	“Reef-corals,” present-day taxa living in Atlantic
13? or 5-2.5 Ma	Solenastrea fairbanksi normalis Vaughan	Solenastrea fairbanksi normalis Vaughan	“Reef-corals,” present-day taxa living in Atlantic
13? or 5 Ma-H	Solenosteira anomala (Reeve)	Solenosteira anomala (Reeve)	28N-5S
27-23 Ma	Solenosteira merriami (Anderson and Martin)	Solenosteira merriami Loel and Corey	Genus, 28N-5S; intertidal to 46 m
13? or 5 Ma-H	Solenosteria anomala (Reeve)	Solenosteria anomala Reeve	28N-5S; intertidal to 73 m
N.D.	Solenosteria sp.	Solenosteria sp.	Genus, 28N-5S
5 Ma-H	Solidobalanus (Hesperibalanus) hesperius	Balanus (Hesperibalanus) hesperius Pilsbry	65N-48N; 60 to 180 m
	hesperius (Pilsbry) (Arthropoda)	(Arthropoda)	
5-2.5 Ma	Solidobalanus (Hesperibalanus) proinus	Balanus hesperius proinus Woodring	Not living
	(Woodring)		
5-2.5 Ma	Spatangus rarus Israelsky (Echinodermata)	Spatangus rarus Israelsky (Echinodermata)	Genus, 37N-28N
13 or 8 Ma-H	Spathochlamys vestalis (Reeve)	Chlamys lowei (Hertlein)	33.4N-1.3S
N.D.	Sphaerium sp.	Sphaerium sp.	Fresh and brackish water
5 Ma-H	Sphaerium striatianum (Lamarck)	Sphaerium? sp.	Fresh and brackish water
5 Ma-H	Sphaerium striatianum (Lamarck)	Sphaerium cooperi Arnold	Fresh and brackish water
8 Ma-H	Sphenia luticola (Valenciennes)	Sphenia luticola (Valenciennes)	40N-4S; intertidal to 64 m, nestling in cavities
5 Ma-H	Spiroglyphus lituellus (Morch)	Spiroglyphus lituellus (Morch)	55N-33N
23-17 Ma	Spirotropis calodius Moore	Spirotropis calodius Moore	Genus, 37N-3S, common in deep water, e.g., 733 to 2323 m
			
23-17 Ma	Spirotropis washingtonensis Etherington	Spirotropis washingtonensis Etherington	Genus, 37N-3S
N.D.	Spisula sp. (Mactromeris or Simomactra)	Spisula sp.	Genus, 71N-4S or N.D.
N.D.	Spisula sp. (Mactromeris or Simomactra)	Spisula sp.	Genus, 71N-4S or N.D.
13? or 5 Ma-H	Spondylus bostrythes Guppy	Spondylus bostrychites Guppy	31N-5S; 7 to 30 m
13 Ma-H	Spondylus calcifer Carpenter	Spondylus calcifer Carpenter	31N-5S; can be 15 cm across and weigh more than 1 kg
			
8-5 Ma	Spondylus crasiquama Jordan and Hertlein	Spondylus crasiquama Jordan and Hertlein	Genus, 31N-5S
27-23 Ma	Spondylus perrini Wiedey	Spondylus perrini Wiedey	Genus, 31N-5S
23-17 Ma	Spondylus scotti Brown and Pilsbry	Spondylus scotti Brown and Pilsbry	Genus, 31N-5S, Pacific; 35N-15N, Atlantic
N.D.	Spondylus sp.	Spondylus sp.	Genus, 31N-5S
13-8 Ma	Spondylus sp. aff. S. ursipes Berry (Smith, 1989)	Spondylus sp. aff. S. ursipes Berry	29N Gulf of California
13 Ma-H	Spondylus victoriae Sowerby	Spondylus victoriae Sowerby (fide Durham,	30N-26N. (Keen, 1971, p. 96-97) not listed as living
		1950b)	
8 Ma-H	Strictispira cf. S. ericana (Hertlein and Strong)	Crassispira n.sp.? cf. C. ericana Hertlein and Strong	31N in Gulf of California-3S; intertidal and “offshore”
			
23-8 Ma	Striostrea? bourgeoisii bourgeoisii (Rémond)	Ostrea bourgeoisii Rémond	Genus, 24N-4S
27-13 Ma	Striostrea? freudenbergi (Hertlein and Jordan)	Crassostrea freudenbergi Hertlein and Jordan?	Genus, 24N-4S
27-13 Ma	Striostrea? freudenbergi (Hertlein and Jordan)	Ostrea freudenbergi Hertlein and Jordan	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Crassostrea titan subtitan (Loel and Corey)	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Ostrea titan (Conrad) subtitan Loel and Corey	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Ostrea titan (Conrad) subtitan? Loel and Corey	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Ostrea titan cf. O. subtitan Loel and Corey	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Ostrea titan Conrad	Genus, 24N-4S
27-13 or 8? Ma	Striostrea? subtitan (Loel and Corey)	Ostrea titan Conrad n. var.	Genus, 24N-4S
23 Ma-H	Strombina (Strombina) cf. S. (S.) maculosa (Sowerby)	Turricula cf. T. maculosa (Sowerby)	Northern Gulf of California-8N, mudflats to 37 m
			
23-13 Ma	Strombina carlosensis Durham	Strombina carlosensis Durham?	Genus, 28N-5S, through Gulf of California; extreme low tide to 100 m
			
N.D.	Strombina sp.	Strombina sp.	Genus, 28N-5S, through Gulf of California
13 Ma-H	Strombus (Strombus) gracilior Sowerby	Strombus gracilior Sowerby	Gulf of California-5S; sandflats, lagoons, and offshore
			to 45 m
13 Ma-H	Strombus (Tricomis) galeatus Swainson	Strombus galeatus Swainson	Northern end of Gulf of California-3S; just below low-
			tide line
17 Ma-H	Strombus cf. S. gatunensis Toula	Strombus cf. S. gatunensis Toula	Northern end Gulf of California-5S; beaches, low-tide
			to 75 m
13 Ma-H	Strombus granulatus Swainson	Strombus granulatus Mawe	Northern end Gulf of California-3S; beaches, rock,
			sand, and to 75 m
5-2.5 Ma	Strombus granulatus Swainson acutus Durham	Strombus cf. gran acutus Mawe	Species, northern end Gulf of California-3S
13-8 Ma	Strombus obliteratus Hanna	Strombus obliteratus Hanna	Genus, northern end Gulf of California-5S
N.D.	Strombus sp.	Strombus sp.	Genus, northern end Gulf of California-5S
5 Ma-H	Strongylocentrotus franciscanus (A. Agassiz)	Strongylocentrotus franciscanus A. Agassiz	57N-28N; singly in deep pools and channels.
	(Echinodermata)	(Echinodermata)	
5 Ma-H	Strongylocentrotus purpuratus (Stimpson)	Strongylocentrotus purpuratus Stimpson	57N-28N; bores shallow, cuplike depressions in soft
			rock
N.D.	Strongylocentrotus sp.	Strongylocentrotus sp.	Genus, 57N-28N
17-13 Ma	Sulcoretusa? israelskyi Addicott	Sulcoretusa? israelskyi Addicott	Genus, 24N-0; 28N in Gulf-24N; 18 to 34 m
N.D.	Swiftopecten n.sp. Genus, 13? or 8-1.6 Ma	Swiftopecten n.sp.	If Swiftopecten, genus reported living (Moore, 1984, p.
			B.59)
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Chlamys (Swiftopecten) wattsi var. morani (Arnold)	Genus reported living (Moore, 1984, p. B59), no range given
			
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Chlamys etchegoini (Anderson)	Genus reported living (Moore, 1984, p. B59), no range given
			
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Chlamys parmeleei ethegoini (Anderson)	Genus reported living (Moore, 1984, p. B59), no range given
			
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Pecten (Pallium) swiftii bernardi var. etchegoini Anderson	Genus reported living (Moore, 1984, p. B59), no range given
			
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Pecten (Swiftopecten) etchegoini Anderson subsp. wattsi Arnold	Genus reported living (Moore, 1984, p. B59), no range given
			
8-1.6 Ma	Swiftopecten parmeleei etchegoini (Anderson) 8-1.6 Ma	Swiftopecten etchegoini (Anderson)	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Chlamys (Swiftopecten) parmeleei Dall	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Chlamys parmeleei (Dall)	Genus reported living (Moore, 1984, p. B59), no range given
			
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Chlamys swiftii parmeleei (Dall)	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Pecten parmeleei Dall	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Pecten wattsi Arnold	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Swiftopecten parmeleei parmeleei (Dall)	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Swiftopecten swiftii parmeleei (Dall)	Genus reported living (Moore, 1984, p. B59), no range given
			
13? or 8-2.5 Ma	Swiftopecten parmeleei parmaleei (Dall) 13? or 8-2.5 Ma	Swiftopecten wattsi (Arnold)	Genus reported living (Moore, 1984, p. B59), no range given
			
N.D.	Swiftopecten sp.	Pecten (Swiftopecten) sp. ident.	Genus reported living (Moore, 1984, p. B59), no range given
			
N.D.	Syntomodrillia n.sp. Powell	Syntomodrilla n.sp. Powell	Genus, 8N; 5 to 10 m
5 Ma-H	Tachyrhychus major Dall	Tachyrhychus erosus forma major Dall	72N-55N; genus, 20 to 300 m
13-8 Ma	Tagelus (Mesopleura) peruvianus Pilsbry and	Tagelus (Mesopleura) peruvianus Pilsbry and	35N-5S; intertidal, in sand or mud
	Olsson	Olsson	
5 Ma-H	Tagelus (Mesopleura) subteres (Conrad)?	Tagelus subteres (Conrad)?	35.4N-26.8N; intertidal, bays
5 Ma-H	Tagelus (Mesopleura) subteres (Conrad)?	Tagelus (Tagelus) subteres (Conrad)?	35-27N
13 Ma-H	Tagelus (Tagelus) californianus (Conrad)	Tagelus (Tagelus) californianus (Conrad)	40.7N-10.8N; intertidal, sandy mudflats of bays
13 Ma-H	Tagelus (Tagelus) californianus (Conrad)	Tagelus californianus (Conrad)	41N-11N
13 Ma-H	Tagelus (Tagelus) californianus (Conrad)	Tagelus californianus Conrad	41N-11N
27-13 Ma	Tagelus clarki Loel and Corey	Tagelus clarki Loel and Corey	Genus, 43N-43S; intertidal to 5 m, bays
27-13 Ma	Tagelus clarki Loel and Corey	Tagelus clarki? Loel and Corey	Genus, 43N-43S
N.D.	Tagelus sp.	Tagelus sp.	Genus, 43N-43S
8-2.5 Ma	Taranis incultus (Moody)	Borsonia inculta Moody	Genus, 55N-33N; 180 m
8-2.5 Ma	Taranis incultus (Moody)	Taranis incultus (Moody)	Genus, 55N-33N
N.D.	Taranis sp.	Borsonia sp.	Genus, 55N-33N
5-2.5 Ma	Taranis strongi (Arnold)	Taranis strongi (Arnold)	55N-33N; 180 m
23-13 Ma	Tegula (Chlorostoma) dalli Arnold	Chlorostoma (Omphalius) dalli Arnold	Subgenus, 34N-17N, head of Gulf of California-28N;
			intertidal
23-13 Ma	Tegula (Chlorostoma) dalli Arnold	Tegula dalli Arnold	Subgenus, 34N-17N, head of Gulf of California-28N
23-13 Ma	Tegula (Chlorostoma) dalli Arnold	Chlorostoma dalli Arnold	Subgenus, 34N-17N, head of Gulf of California-:28N
23-13 Ma	Tegula (Chlorostoma) dalli Arnold	Tegula (Chlorostoma) dalli Arnold	Subgenus, 34N-17N, head of Gulf of California-;28N
17-13 Ma	Tegula (Chlorostoma) dalli arnoldi Addicott	Tegula (Omphalius) dalli arnoldi Addicott	Subgenus, 34N-17N, head of Gulf of California-28N
23-13 Ma	Tegula (Chlorostoma) dalli inornatus Arnold	Chlorostoma (Omphalius) dalli inornatus Arnold	Subgenus, 34N-17N, head of Gulf of California-28N
23-13 Ma	Tegula (Chlorostoma) dalli inornatus Arnold	Tegula (Chlorostoma) dalli inornatus Arnold	Subgenus, 34N-17N, head of Gulf of California-28N
23-13 Ma	Tegula (Chlorostoma) dalli subnodosus Arnold	Chlorostoma (Omphalius) dalli subnodosus	Subgenus, 34N-17N, head of Gulf of California-28N
		Arnold	
23-13 Ma	Tegula (Chlorostoma) dalli subnodosus Arnold	Tegula (Chlorostoma) dalli subnodosus Arnold	Subgenus, 34N-17N, head of Gulf of California-28N
13-8 Ma	Tegula (Chlorostoma) danvillensis Clark	Tegula (Chlorostoma) danvillensis Clark	Subgenus, 34N-17N, head of Gulf of California-28N
17-13 Ma	Tegula (Chlorostoma) laevis Addicott	Tegula (Omphalius) laevis Addicott	Subgenus, 34N-17N, head of Gulf of California-28N
27-13 Ma	Tegula (Chlorostoma) malibuensis Loel and	Tegula malibuensis Loel and Corey	Subgenus, 34N-17N, head of Gulf of California-28N
	Corey		
27-13 Ma	Tegula (Chlorostoma) malibuensis Loel and	Tegula (Chlorostoma) malibuensis Loel and	Subgenus, 34N-17N, head of Gulf of California-28N
